size, dupes, statements
80, 18, 3337
80, 19, 3425
80, 20, 3477
80, 21, 3693
80, 22, 4489
80, 23, 4713
80, 24, 4477
80, 25, 4381
80, 26, 4321
80, 27, 4501
80, 28, 4861
80, 29, 4637
80, 30, 5865
80, 31, 4397
80, 32, 6017
80, 33, 5729
80, 34, 6265
80, 35, 6325
80, 36, 7037
80, 37, 6141
80, 38, 6673
80, 39, 6245
80, 40, 7505
80, 41, 8325
80, 42, 7257
80, 43, 7517
80, 44, 7505
80, 45, 8373
80, 46, 8937
80, 47, 8081
80, 48, 8729
80, 49, 9129
80, 50, 8293
80, 51, 9497
80, 52, 9137
80, 53, 9205
80, 54, 9621
80, 55, 9777
80, 56, 9669
80, 57, 10033
80, 58, 10893
80, 59, 10237
80, 60, 10341
80, 61, 10317
80, 62, 10505
80, 63, 11201
80, 64, 10929
80, 65, 11029
80, 66, 12033
80, 67, 11589
80, 68, 11825
80, 69, 12181
80, 70, 11665
80, 71, 12197
80, 72, 12373
80, 73, 12093
80, 74, 12545
80, 75, 13005
80, 76, 13349
80, 77, 13281
80, 78, 13569
80, 79, 13605
80, 80, 13605
81, 1, 609
81, 2, 669
81, 3, 833
81, 4, 1361
81, 5, 1309
81, 6, 1585
81, 7, 1373
81, 8, 1781
81, 9, 1621
81, 10, 2961
81, 11, 2253
81, 12, 2945
81, 13, 2197
81, 14, 3189
81, 15, 2401
81, 16, 2737
81, 17, 2837
81, 18, 3181
81, 19, 3821
81, 20, 3133
81, 21, 3765
81, 22, 4537
81, 23, 5309
81, 24, 4549
81, 25, 5037
81, 26, 5173
81, 27, 4913
81, 28, 4789
81, 29, 5609
81, 30, 5577
81, 31, 5449
81, 32, 5641
81, 33, 6057
81, 34, 6537
81, 35, 6589
81, 36, 6453
81, 37, 5681
81, 38, 6333
81, 39, 7669
81, 40, 6609
81, 41, 8473
81, 42, 6961
81, 43, 7597
81, 44, 7845
81, 45, 8541
81, 46, 8741
81, 47, 8709
81, 48, 8581
81, 49, 8357
81, 50, 8869
81, 51, 8569
81, 52, 9153
81, 53, 9673
81, 54, 9201
81, 55, 9425
81, 56, 10009
81, 57, 9985
81, 58, 10133
81, 59, 10381
81, 60, 10333
81, 61, 10429
81, 62, 10285
81, 63, 10549
81, 64, 11321
81, 65, 10909
81, 66, 11593
81, 67, 11841
81, 68, 12369
81, 69, 12537
81, 70, 12221
81, 71, 12053
81, 72, 12113
81, 73, 12701
81, 74, 13121
81, 75, 13269
81, 76, 13261
81, 77, 13317
81, 78, 13597
81, 79, 13789
81, 80, 13937
81, 81, 13937
82, 1, 609
82, 2, 825
82, 3, 969
82, 4, 1097
82, 5, 1345
82, 6, 1781
82, 7, 1225
82, 8, 1773
82, 9, 1693
82, 10, 2137
82, 11, 2597
82, 12, 2353
82, 13, 2453
82, 14, 2569
82, 15, 2933
82, 16, 3429
82, 17, 3193
82, 18, 3641
82, 19, 4045
82, 20, 3769
82, 21, 3941
82, 22, 4069
82, 23, 4425
82, 24, 4625
82, 25, 5037
82, 26, 5229
82, 27, 4625
82, 28, 4925
82, 29, 5493
82, 30, 5637
82, 31, 6085
82, 32, 5789
82, 33, 5581
82, 34, 6889
82, 35, 6289
82, 36, 6997
82, 37, 5617
82, 38, 7185
82, 39, 7889
82, 40, 7821
82, 41, 6877
82, 42, 7401
82, 43, 7025
82, 44, 7969
82, 45, 8365
82, 46, 8173
82, 47, 8633
82, 48, 8593
82, 49, 7789
82, 50, 8821
82, 51, 9297
82, 52, 9153
82, 53, 9677
82, 54, 10133
82, 55, 9905
82, 56, 9449
82, 57, 10401
82, 58, 9685
82, 59, 11033
82, 60, 10809
82, 61, 10665
82, 62, 11133
82, 63, 11337
82, 64, 11505
82, 65, 11637
82, 66, 11489
82, 67, 11653
82, 68, 11929
82, 69, 12185
82, 70, 12369
82, 71, 12885
82, 72, 13077
82, 73, 12853
82, 74, 12709
82, 75, 13453
82, 76, 13349
82, 77, 13501
82, 78, 13761
82, 79, 14033
82, 80, 13969
82, 81, 14273
82, 82, 14273
83, 1, 533
83, 2, 913
83, 3, 1025
83, 4, 1069
83, 5, 853
83, 6, 1753
83, 7, 1877
83, 8, 2057
83, 9, 1685
83, 10, 2581
83, 11, 2865
83, 12, 2881
83, 13, 2033
83, 14, 3229
83, 15, 2549
83, 16, 3553
83, 17, 3313
83, 18, 3625
83, 19, 4001
83, 20, 3641
83, 21, 4453
83, 22, 4725
83, 23, 4849
83, 24, 4577
83, 25, 4557
83, 26, 4585
83, 27, 4801
83, 28, 5873
83, 29, 5673
83, 30, 6417
83, 31, 5521
83, 32, 5993
83, 33, 5805
83, 34, 7593
83, 35, 6401
83, 36, 6281
83, 37, 6789
83, 38, 7009
83, 39, 7257
83, 40, 7829
83, 41, 7897
83, 42, 7481
83, 43, 6889
83, 44, 7757
83, 45, 8281
83, 46, 8117
83, 47, 8101
83, 48, 8941
83, 49, 8369
83, 50, 8681
83, 51, 8953
83, 52, 9717
83, 53, 9617
83, 54, 9977
83, 55, 10537
83, 56, 10141
83, 57, 10137
83, 58, 10505
83, 59, 11213
83, 60, 10901
83, 61, 11517
83, 62, 11257
83, 63, 11341
83, 64, 11425
83, 65, 11977
83, 66, 11461
83, 67, 12345
83, 68, 12057
83, 69, 11557
83, 70, 12665
83, 71, 12077
83, 72, 13145
83, 73, 13013
83, 74, 12941
83, 75, 13209
83, 76, 13577
83, 77, 13933
83, 78, 13645
83, 79, 14321
83, 80, 14405
83, 81, 14533
83, 82, 14613
83, 83, 14613
84, 1, 645
84, 2, 661
84, 3, 1009
84, 4, 1289
84, 5, 1121
84, 6, 1373
84, 7, 1341
84, 8, 1969
84, 9, 1921
84, 10, 2533
84, 11, 1981
84, 12, 3145
84, 13, 2501
84, 14, 2945
84, 15, 2589
84, 16, 3261
84, 17, 2677
84, 18, 3649
84, 19, 3837
84, 20, 3221
84, 21, 4129
84, 22, 4481
84, 23, 4469
84, 24, 4889
84, 25, 4373
84, 26, 5649
84, 27, 4837
84, 28, 5265
84, 29, 5117
84, 30, 4989
84, 31, 5721
84, 32, 6421
84, 33, 5737
84, 34, 6765
84, 35, 6561
84, 36, 6485
84, 37, 7849
84, 38, 7241
84, 39, 7965
84, 40, 6497
84, 41, 7677
84, 42, 6801
84, 43, 7129
84, 44, 8085
84, 45, 8269
84, 46, 8881
84, 47, 9413
84, 48, 8629
84, 49, 8981
84, 50, 9101
84, 51, 9989
84, 52, 9653
84, 53, 9693
84, 54, 10101
84, 55, 10185
84, 56, 11025
84, 57, 9281
84, 58, 11105
84, 59, 11617
84, 60, 11157
84, 61, 11621
84, 62, 11057
84, 63, 11465
84, 64, 11505
84, 65, 11977
84, 66, 11721
84, 67, 11933
84, 68, 12313
84, 69, 12697
84, 70, 12341
84, 71, 12925
84, 72, 13285
84, 73, 13113
84, 74, 13345
84, 75, 13413
84, 76, 13685
84, 77, 14001
84, 78, 14177
84, 79, 14253
84, 80, 14513
84, 81, 14413
84, 82, 14901
84, 83, 14957
84, 84, 14957
85, 1, 533
85, 2, 885
85, 3, 917
85, 4, 1201
85, 5, 1029
85, 6, 2069
85, 7, 1605
85, 8, 1589
85, 9, 2085
85, 10, 2037
85, 11, 2933
85, 12, 2949
85, 13, 2721
85, 14, 3357
85, 15, 3337
85, 16, 3217
85, 17, 3649
85, 18, 3325
85, 19, 4501
85, 20, 4057
85, 21, 4361
85, 22, 4241
85, 23, 4829
85, 24, 4333
85, 25, 4657
85, 26, 5285
85, 27, 4745
85, 28, 5053
85, 29, 5497
85, 30, 5049
85, 31, 5657
85, 32, 6265
85, 33, 5741
85, 34, 6669
85, 35, 6533
85, 36, 7129
85, 37, 7185
85, 38, 6685
85, 39, 7037
85, 40, 7301
85, 41, 8105
85, 42, 8541
85, 43, 8449
85, 44, 7997
85, 45, 8009
85, 46, 8101
85, 47, 8349
85, 48, 8501
85, 49, 9117
85, 50, 8357
85, 51, 9721
85, 52, 10317
85, 53, 9941
85, 54, 10369
85, 55, 10165
85, 56, 10293
85, 57, 10769
85, 58, 10641
85, 59, 11405
85, 60, 10561
85, 61, 11181
85, 62, 11317
85, 63, 11545
85, 64, 11185
85, 65, 11925
85, 66, 12217
85, 67, 12245
85, 68, 12137
85, 69, 12637
85, 70, 13493
85, 71, 13577
85, 72, 13157
85, 73, 13669
85, 74, 13441
85, 75, 13333
85, 76, 13909
85, 77, 13941
85, 78, 14525
85, 79, 14125
85, 80, 14361
85, 81, 14789
85, 82, 15045
85, 83, 15045
85, 84, 15305
85, 85, 15305
86, 1, 529
86, 2, 897
86, 3, 809
86, 4, 1289
86, 5, 1633
86, 6, 1369
86, 7, 1405
86, 8, 2489
86, 9, 1853
86, 10, 2365
86, 11, 2821
86, 12, 2677
86, 13, 2953
86, 14, 2725
86, 15, 2893
86, 16, 3461
86, 17, 4017
86, 18, 3901
86, 19, 3793
86, 20, 4001
86, 21, 4665
86, 22, 4393
86, 23, 4833
86, 24, 4393
86, 25, 4949
86, 26, 5197
86, 27, 5497
86, 28, 5865
86, 29, 5045
86, 30, 5697
86, 31, 5021
86, 32, 6273
86, 33, 6861
86, 34, 6061
86, 35, 6381
86, 36, 7357
86, 37, 7113
86, 38, 7957
86, 39, 7577
86, 40, 7817
86, 41, 7469
86, 42, 8437
86, 43, 7909
86, 44, 7981
86, 45, 8661
86, 46, 8913
86, 47, 8925
86, 48, 8381
86, 49, 9085
86, 50, 9353
86, 51, 9737
86, 52, 10209
86, 53, 9249
86, 54, 10585
86, 55, 11013
86, 56, 10469
86, 57, 10597
86, 58, 10621
86, 59, 10489
86, 60, 11129
86, 61, 11437
86, 62, 11941
86, 63, 11609
86, 64, 12093
86, 65, 12713
86, 66, 12577
86, 67, 12365
86, 68, 12973
86, 69, 12013
86, 70, 12881
86, 71, 13661
86, 72, 12853
86, 73, 13573
86, 74, 14277
86, 75, 13625
86, 76, 13689
86, 77, 14445
86, 78, 14901
86, 79, 14941
86, 80, 14485
86, 81, 15045
86, 82, 15081
86, 83, 15337
86, 84, 15565
86, 85, 15657
86, 86, 15657
87, 1, 605
87, 2, 1005
87, 3, 973
87, 4, 1401
87, 5, 1513
87, 6, 1869
87, 7, 1841
87, 8, 1777
87, 9, 1469
87, 10, 2197
87, 11, 2465
87, 12, 3373
87, 13, 2745
87, 14, 3141
87, 15, 3441
87, 16, 3601
87, 17, 3933
87, 18, 4945
87, 19, 3649
87, 20, 4093
87, 21, 4317
87, 22, 4441
87, 23, 4849
87, 24, 4465
87, 25, 4365
87, 26, 5745
87, 27, 5737
87, 28, 5141
87, 29, 5293
87, 30, 6137
87, 31, 4869
87, 32, 6933
87, 33, 7061
87, 34, 6253
87, 35, 6533
87, 36, 6885
87, 37, 7321
87, 38, 6969
87, 39, 6741
87, 40, 6769
87, 41, 7653
87, 42, 7929
87, 43, 8841
87, 44, 8713
87, 45, 8377
87, 46, 9081
87, 47, 8929
87, 48, 8713
87, 49, 9249
87, 50, 9297
87, 51, 9449
87, 52, 10545
87, 53, 9753
87, 54, 10693
87, 55, 11293
87, 56, 10605
87, 57, 10909
87, 58, 10753
87, 59, 11305
87, 60, 11173
87, 61, 10789
87, 62, 11237
87, 63, 12009
87, 64, 12333
87, 65, 12653
87, 66, 12097
87, 67, 12841
87, 68, 12209
87, 69, 12733
87, 70, 13253
87, 71, 13525
87, 72, 13133
87, 73, 13305
87, 74, 13149
87, 75, 14033
87, 76, 14293
87, 77, 14061
87, 78, 14681
87, 79, 14693
87, 80, 14809
87, 81, 15089
87, 82, 15377
87, 83, 15641
87, 84, 15849
87, 85, 15901
87, 86, 16013
87, 87, 16013
88, 1, 449
88, 2, 809
88, 3, 881
88, 4, 893
88, 5, 1641
88, 6, 1221
88, 7, 1745
88, 8, 1821
88, 9, 2073
88, 10, 2361
88, 11, 1941
88, 12, 2845
88, 13, 2733
88, 14, 3093
88, 15, 3253
88, 16, 3541
88, 17, 3465
88, 18, 3953
88, 19, 3949
88, 20, 3753
88, 21, 4385
88, 22, 4153
88, 23, 4385
88, 24, 5229
88, 25, 5577
88, 26, 5721
88, 27, 4817
88, 28, 5873
88, 29, 6069
88, 30, 6349
88, 31, 5905
88, 32, 6273
88, 33, 6441
88, 34, 6705
88, 35, 6805
88, 36, 7193
88, 37, 7477
88, 38, 7541
88, 39, 7661
88, 40, 8177
88, 41, 8069
88, 42, 8317
88, 43, 7981
88, 44, 7981
88, 45, 9069
88, 46, 8873
88, 47, 8913
88, 48, 9469
88, 49, 9789
88, 50, 9565
88, 51, 9725
88, 52, 9213
88, 53, 10137
88, 54, 11257
88, 55, 10453
88, 56, 10413
88, 57, 11401
88, 58, 10405
88, 59, 11437
88, 60, 11133
88, 61, 11493
88, 62, 12077
88, 63, 12433
88, 64, 12585
88, 65, 12353
88, 66, 12545
88, 67, 11921
88, 68, 13161
88, 69, 13165
88, 70, 13117
88, 71, 14177
88, 72, 13901
88, 73, 13633
88, 74, 14421
88, 75, 14789
88, 76, 14189
88, 77, 14697
88, 78, 15181
88, 79, 15109
88, 80, 14997
88, 81, 14921
88, 82, 15549
88, 83, 15733
88, 84, 15445
88, 85, 16285
88, 86, 16049
88, 87, 16373
88, 88, 16373
89, 1, 469
89, 2, 1005
89, 3, 1305
89, 4, 1669
89, 5, 1397
89, 6, 1677
89, 7, 1913
89, 8, 2037
89, 9, 2329
89, 10, 2337
89, 11, 2317
89, 12, 2769
89, 13, 2849
89, 14, 2473
89, 15, 3213
89, 16, 3217
89, 17, 4137
89, 18, 3229
89, 19, 4569
89, 20, 4665
89, 21, 3705
89, 22, 4177
89, 23, 4581
89, 24, 4633
89, 25, 5289
89, 26, 3933
89, 27, 5173
89, 28, 6221
89, 29, 5421
89, 30, 6173
89, 31, 6813
89, 32, 6901
89, 33, 7045
89, 34, 6961
89, 35, 7405
89, 36, 5997
89, 37, 6125
89, 38, 7205
89, 39, 8181
89, 40, 8473
89, 41, 7621
89, 42, 8169
89, 43, 7629
89, 44, 8673
89, 45, 8917
89, 46, 9061
89, 47, 9309
89, 48, 8757
89, 49, 10189
89, 50, 9797
89, 51, 9781
89, 52, 10169
89, 53, 10769
89, 54, 9809
89, 55, 10641
89, 56, 10769
89, 57, 11033
89, 58, 9821
89, 59, 12541
89, 60, 11781
89, 61, 11457
89, 62, 12445
89, 63, 11825
89, 64, 11869
89, 65, 12597
89, 66, 12053
89, 67, 13073
89, 68, 12217
89, 69, 12241
89, 70, 13357
89, 71, 13317
89, 72, 13649
89, 73, 14141
89, 74, 14185
89, 75, 14085
89, 76, 14657
89, 77, 14505
89, 78, 14789
89, 79, 15253
89, 80, 14849
89, 81, 15337
89, 82, 15481
89, 83, 16017
89, 84, 16089
89, 85, 16249
89, 86, 16401
89, 87, 16405
89, 88, 16737
89, 89, 16737
90, 1, 677
90, 2, 749
90, 3, 845
90, 4, 973
90, 5, 1553
90, 6, 1217
90, 7, 1961
90, 8, 2105
90, 9, 1341
90, 10, 2145
90, 11, 2693
90, 12, 2377
90, 13, 2925
90, 14, 3253
90, 15, 3233
90, 16, 4097
90, 17, 3709
90, 18, 4053
90, 19, 3781
90, 20, 4985
90, 21, 4657
90, 22, 4485
90, 23, 4697
90, 24, 4417
90, 25, 4361
90, 26, 5893
90, 27, 5837
90, 28, 5913
90, 29, 5117
90, 30, 6485
90, 31, 7321
90, 32, 6657
90, 33, 6889
90, 34, 6965
90, 35, 7057
90, 36, 8105
90, 37, 8293
90, 38, 6721
90, 39, 8061
90, 40, 7177
90, 41, 7101
90, 42, 8409
90, 43, 8453
90, 44, 8833
90, 45, 8117
90, 46, 8457
90, 47, 9121
90, 48, 9313
90, 49, 9829
90, 50, 9873
90, 51, 9357
90, 52, 10289
90, 53, 9613
90, 54, 11033
90, 55, 11105
90, 56, 10809
90, 57, 10869
90, 58, 11005
90, 59, 11321
90, 60, 11545
90, 61, 11725
90, 62, 11757
90, 63, 12193
90, 64, 12629
90, 65, 13177
90, 66, 13245
90, 67, 12885
90, 68, 13065
90, 69, 13013
90, 70, 14193
90, 71, 13197
90, 72, 13429
90, 73, 14445
90, 74, 13789
90, 75, 13981
90, 76, 14721
90, 77, 14597
90, 78, 15261
90, 79, 15793
90, 80, 15101
90, 81, 15509
90, 82, 15741
90, 83, 15881
90, 84, 16341
90, 85, 16177
90, 86, 16261
90, 87, 16525
90, 88, 16893
90, 89, 17105
90, 90, 17105
91, 1, 385
91, 2, 1121
91, 3, 1065
91, 4, 1133
91, 5, 1301
91, 6, 1577
91, 7, 1649
91, 8, 1969
91, 9, 2265
91, 10, 2237
91, 11, 2469
91, 12, 2617
91, 13, 3169
91, 14, 2809
91, 15, 3005
91, 16, 3193
91, 17, 3793
91, 18, 3941
91, 19, 4229
91, 20, 3877
91, 21, 4137
91, 22, 4793
91, 23, 3681
91, 24, 4725
91, 25, 5613
91, 26, 4757
91, 27, 4761
91, 28, 5941
91, 29, 5685
91, 30, 6109
91, 31, 6457
91, 32, 6013
91, 33, 6429
91, 34, 6865
91, 35, 6993
91, 36, 7393
91, 37, 7989
91, 38, 7885
91, 39, 7417
91, 40, 8273
91, 41, 8041
91, 42, 8537
91, 43, 8597
91, 44, 8161
91, 45, 8913
91, 46, 10277
91, 47, 8737
91, 48, 9001
91, 49, 9997
91, 50, 9629
91, 51, 9969
91, 52, 10541
91, 53, 11257
91, 54, 10901
91, 55, 10281
91, 56, 10213
91, 57, 11337
91, 58, 11249
91, 59, 11429
91, 60, 11693
91, 61, 11933
91, 62, 12469
91, 63, 12257
91, 64, 12613
91, 65, 13217
91, 66, 13509
91, 67, 12441
91, 68, 14413
91, 69, 12953
91, 70, 13597
91, 71, 13601
91, 72, 14677
91, 73, 13865
91, 74, 15277
91, 75, 15253
91, 76, 15261
91, 77, 14385
91, 78, 14857
91, 79, 15037
91, 80, 15377
91, 81, 15469
91, 82, 16053
91, 83, 16809
91, 84, 16225
91, 85, 16577
91, 86, 16477
91, 87, 16729
91, 88, 17217
91, 89, 17401
91, 90, 17477
91, 91, 17477
92, 1, 701
92, 2, 485
92, 3, 1249
92, 4, 1429
92, 5, 1785
92, 6, 2077
92, 7, 1809
92, 8, 2657
92, 9, 2585
92, 10, 3289
92, 11, 2861
92, 12, 2661
92, 13, 2677
92, 14, 3137
92, 15, 3001
92, 16, 3929
92, 17, 3701
92, 18, 4533
92, 19, 3405
92, 20, 4205
92, 21, 5193
92, 22, 5369
92, 23, 5181
92, 24, 5297
92, 25, 5061
92, 26, 6429
92, 27, 5737
92, 28, 6113
92, 29, 6053
92, 30, 6789
92, 31, 6381
92, 32, 6585
92, 33, 6565
92, 34, 6925
92, 35, 6177
92, 36, 8517
92, 37, 8041
92, 38, 7789
92, 39, 8161
92, 40, 7865
92, 41, 7797
92, 42, 7757
92, 43, 8929
92, 44, 8801
92, 45, 8285
92, 46, 9253
92, 47, 10001
92, 48, 8945
92, 49, 10133
92, 50, 10537
92, 51, 9997
92, 52, 10393
92, 53, 10845
92, 54, 10697
92, 55, 11373
92, 56, 11657
92, 57, 11745
92, 58, 11209
92, 59, 12097
92, 60, 11073
92, 61, 12881
92, 62, 12017
92, 63, 11829
92, 64, 13629
92, 65, 13637
92, 66, 13469
92, 67, 12873
92, 68, 13001
92, 69, 13629
92, 70, 14505
92, 71, 14597
92, 72, 14721
92, 73, 14441
92, 74, 15017
92, 75, 14661
92, 76, 14809
92, 77, 14549
92, 78, 15249
92, 79, 15193
92, 80, 15173
92, 81, 16357
92, 82, 16261
92, 83, 16201
92, 84, 16501
92, 85, 17081
92, 86, 16677
92, 87, 17205
92, 88, 17293
92, 89, 17485
92, 90, 17581
92, 91, 17853
92, 92, 17853
93, 1, 613
93, 2, 1229
93, 3, 725
93, 4, 1377
93, 5, 1453
93, 6, 1833
93, 7, 2457
93, 8, 1969
93, 9, 3261
93, 10, 2657
93, 11, 2601
93, 12, 2837
93, 13, 2881
93, 14, 2809
93, 15, 3653
93, 16, 3289
93, 17, 3829
93, 18, 3429
93, 19, 3949
93, 20, 4149
93, 21, 4233
93, 22, 4741
93, 23, 4905
93, 24, 4953
93, 25, 4333
93, 26, 5437
93, 27, 6445
93, 28, 5397
93, 29, 6569
93, 30, 6297
93, 31, 5889
93, 32, 6949
93, 33, 7633
93, 34, 7381
93, 35, 6981
93, 36, 7517
93, 37, 7465
93, 38, 7485
93, 39, 7881
93, 40, 8109
93, 41, 7969
93, 42, 8701
93, 43, 8557
93, 44, 9017
93, 45, 7229
93, 46, 9369
93, 47, 9301
93, 48, 9013
93, 49, 8921
93, 50, 10441
93, 51, 9689
93, 52, 11845
93, 53, 10717
93, 54, 11229
93, 55, 10669
93, 56, 9941
93, 57, 12045
93, 58, 11973
93, 59, 11989
93, 60, 12809
93, 61, 11549
93, 62, 12293
93, 63, 13477
93, 64, 12201
93, 65, 13449
93, 66, 13265
93, 67, 13913
93, 68, 13897
93, 69, 14701
93, 70, 14905
93, 71, 14437
93, 72, 13973
93, 73, 14833
93, 74, 14441
93, 75, 15273
93, 76, 15421
93, 77, 15621
93, 78, 15621
93, 79, 15037
93, 80, 15785
93, 81, 16185
93, 82, 16393
93, 83, 15921
93, 84, 16661
93, 85, 17133
93, 86, 16629
93, 87, 17073
93, 88, 17469
93, 89, 17685
93, 90, 17921
93, 91, 17909
93, 92, 18233
93, 93, 18233
94, 1, 709
94, 2, 749
94, 3, 877
94, 4, 1361
94, 5, 1789
94, 6, 2193
94, 7, 1957
94, 8, 2125
94, 9, 2545
94, 10, 2617
94, 11, 2981
94, 12, 3093
94, 13, 2725
94, 14, 3097
94, 15, 3825
94, 16, 3585
94, 17, 4721
94, 18, 4813
94, 19, 3893
94, 20, 4409
94, 21, 4809
94, 22, 5105
94, 23, 5085
94, 24, 5357
94, 25, 5705
94, 26, 5813
94, 27, 5561
94, 28, 5853
94, 29, 5809
94, 30, 5785
94, 31, 6445
94, 32, 6697
94, 33, 7421
94, 34, 7645
94, 35, 7265
94, 36, 7093
94, 37, 7297
94, 38, 7769
94, 39, 8241
94, 40, 7877
94, 41, 8853
94, 42, 8805
94, 43, 9349
94, 44, 8825
94, 45, 8121
94, 46, 9997
94, 47, 9717
94, 48, 10061
94, 49, 9565
94, 50, 10381
94, 51, 9533
94, 52, 11533
94, 53, 11749
94, 54, 11085
94, 55, 11085
94, 56, 11373
94, 57, 11789
94, 58, 12265
94, 59, 11469
94, 60, 12101
94, 61, 12137
94, 62, 12357
94, 63, 12745
94, 64, 12089
94, 65, 12621
94, 66, 13241
94, 67, 13665
94, 68, 13653
94, 69, 13461
94, 70, 14537
94, 71, 14893
94, 72, 14257
94, 73, 15309
94, 74, 15417
94, 75, 15049
94, 76, 15257
94, 77, 15665
94, 78, 15637
94, 79, 15961
94, 80, 16317
94, 81, 16313
94, 82, 16877
94, 83, 16957
94, 84, 16497
94, 85, 16725
94, 86, 17525
94, 87, 17845
94, 88, 17733
94, 89, 18021
94, 90, 18209
94, 91, 18257
94, 92, 18485
94, 93, 18617
94, 94, 18617
95, 1, 693
95, 2, 897
95, 3, 1105
95, 4, 1837
95, 5, 1573
95, 6, 1393
95, 7, 1633
95, 8, 2177
95, 9, 2537
95, 10, 2229
95, 11, 2905
95, 12, 2725
95, 13, 3749
95, 14, 3505
95, 15, 3589
95, 16, 3669
95, 17, 3961
95, 18, 4425
95, 19, 4241
95, 20, 4881
95, 21, 4929
95, 22, 4385
95, 23, 4465
95, 24, 5125
95, 25, 3729
95, 26, 5817
95, 27, 5801
95, 28, 5537
95, 29, 7141
95, 30, 6885
95, 31, 6605
95, 32, 7313
95, 33, 7061
95, 34, 7393
95, 35, 8233
95, 36, 8213
95, 37, 6937
95, 38, 7253
95, 39, 7061
95, 40, 8281
95, 41, 8449
95, 42, 8133
95, 43, 9353
95, 44, 8889
95, 45, 9697
95, 46, 9441
95, 47, 10469
95, 48, 10021
95, 49, 10889
95, 50, 9301
95, 51, 9441
95, 52, 10477
95, 53, 10773
95, 54, 12225
95, 55, 11089
95, 56, 11945
95, 57, 11481
95, 58, 12033
95, 59, 13709
95, 60, 11861
95, 61, 12233
95, 62, 12229
95, 63, 12881
95, 64, 13457
95, 65, 13193
95, 66, 13869
95, 67, 13637
95, 68, 13261
95, 69, 13977
95, 70, 15053
95, 71, 14645
95, 72, 14357
95, 73, 14473
95, 74, 14429
95, 75, 15373
95, 76, 15361
95, 77, 15217
95, 78, 16609
95, 79, 15933
95, 80, 16681
95, 81, 16633
95, 82, 16545
95, 83, 16845
95, 84, 17657
95, 85, 17217
95, 86, 17793
95, 87, 17985
95, 88, 17933
95, 89, 17657
95, 90, 18217
95, 91, 18309
95, 92, 18481
95, 93, 18997
95, 94, 19005
95, 95, 19005
96, 1, 637
96, 2, 945
96, 3, 1277
96, 4, 1437
96, 5, 1881
96, 6, 1697
96, 7, 1733
96, 8, 2101
96, 9, 2641
96, 10, 2517
96, 11, 2849
96, 12, 2977
96, 13, 2865
96, 14, 3009
96, 15, 3525
96, 16, 3797
96, 17, 4241
96, 18, 3833
96, 19, 4373
96, 20, 4781
96, 21, 5001
96, 22, 4365
96, 23, 5637
96, 24, 5645
96, 25, 4601
96, 26, 6197
96, 27, 6729
96, 28, 5745
96, 29, 8553
96, 30, 6785
96, 31, 6941
96, 32, 6909
96, 33, 7209
96, 34, 7613
96, 35, 7405
96, 36, 7709
96, 37, 7181
96, 38, 8625
96, 39, 8521
96, 40, 8053
96, 41, 9917
96, 42, 8165
96, 43, 8565
96, 44, 9569
96, 45, 9417
96, 46, 9861
96, 47, 10069
96, 48, 10509
96, 49, 10645
96, 50, 11037
96, 51, 11129
96, 52, 12005
96, 53, 11089
96, 54, 10589
96, 55, 10025
96, 56, 11729
96, 57, 12769
96, 58, 11421
96, 59, 11785
96, 60, 12925
96, 61, 13049
96, 62, 13149
96, 63, 13057
96, 64, 13217
96, 65, 12573
96, 66, 13393
96, 67, 14229
96, 68, 14177
96, 69, 14461
96, 70, 14485
96, 71, 14605
96, 72, 14821
96, 73, 14957
96, 74, 14541
96, 75, 15909
96, 76, 15593
96, 77, 15613
96, 78, 15697
96, 79, 15637
96, 80, 16109
96, 81, 16893
96, 82, 17061
96, 83, 17517
96, 84, 17465
96, 85, 17961
96, 86, 17281
96, 87, 17257
96, 88, 17949
96, 89, 18169
96, 90, 18697
96, 91, 18749
96, 92, 18613
96, 93, 19257
96, 94, 19017
96, 95, 19397
96, 96, 19397
97, 1, 525
97, 2, 1165
97, 3, 1021
97, 4, 1037
97, 5, 1689
97, 6, 1133
97, 7, 2277
97, 8, 2045
97, 9, 2433
97, 10, 2333
97, 11, 2877
97, 12, 2805
97, 13, 2589
97, 14, 3433
97, 15, 2733
97, 16, 4329
97, 17, 4713
97, 18, 4641
97, 19, 3473
97, 20, 4945
97, 21, 4305
97, 22, 4533
97, 23, 4553
97, 24, 6301
97, 25, 5669
97, 26, 5489
97, 27, 6369
97, 28, 7489
97, 29, 7073
97, 30, 5841
97, 31, 5601
97, 32, 6749
97, 33, 6985
97, 34, 7105
97, 35, 6941
97, 36, 7817
97, 37, 8117
97, 38, 9693
97, 39, 8201
97, 40, 8301
97, 41, 8529
97, 42, 9913
97, 43, 10057
97, 44, 9141
97, 45, 9509
97, 46, 9853
97, 47, 10289
97, 48, 9549
97, 49, 9785
97, 50, 10029
97, 51, 10561
97, 52, 11313
97, 53, 10317
97, 54, 12137
97, 55, 11713
97, 56, 12257
97, 57, 12837
97, 58, 12169
97, 59, 12117
97, 60, 12449
97, 61, 13121
97, 62, 11713
97, 63, 12825
97, 64, 13573
97, 65, 13889
97, 66, 13681
97, 67, 14597
97, 68, 15305
97, 69, 15305
97, 70, 14269
97, 71, 14861
97, 72, 14789
97, 73, 16057
97, 74, 15953
97, 75, 15617
97, 76, 15617
97, 77, 16701
97, 78, 15733
97, 79, 17313
97, 80, 17085
